h  k  l  I  sigma(I)  peak  background  fs/px  ss/px  panel
1 -9 5 4595.61 251.56 1809.0 76.99 860.2 276.1 q2a2 
1 -7 4 2535.7 200.29 1783.0 79.7 854.2 307.3 q2a2 
1 21 -19 836.61 433.46 659.0 212.99 68.5 70.8 q0a0 
2 -28 11 397.56 469.9 486.0 227.44 947.7 12.6 q2a0 
2 -14 7 379.6 152.53 179.0 84.6 904.3 204.7 q2a2 
2 -2 1 -252.85 1104.36 823.0 310.65 1173.3 352.8 q3a2 
3 23 -22 5183.83 535.41 3359.0 238.57 16.0 14.5 q0a0 
4 -48 11 150.07 122.42 142.0 70.33 870.5 453.1 q2a4 
4 34 -39 -38.44 181.14 217.0 81.44 147.8 713.6 q0a6 
5 -35 11 628.14 320.8 323.0 121.26 1109.0 479.1 q2a5 
5 -27 10 -362.27 325.36 434.0 221.47 1032.0 47.3 q2a1 
6 -10 4 60.31 180.59 198.0 102.69 1004.9 293.1 q2a3 
6 -8 3 56.73 136.25 160.0 99.47 998.5 324.5 q2a3 
7 -33 10 146.53 457.96 523.0 144.42 1156.1 424.7 q2a5 
7 -9 3 155.3 138.47 160.0 100.3 1031.1 316.2 q2a3 
7 23 -24 -14.51 260.72 321.0 180.11 1466.2 1381.4 q3a15 
8 20 -21 -69.27 406.35 448.0 210.47 1427.0 1435.1 q3a15 
8 24 -26 -17.56 222.41 321.0 154.56 1438.4 1347.9 q3a15 
9 -27 8 124.7 425.89 455.0 202.7 1155.7 73.9 q2a1 
9 -23 7 -90.12 563.06 646.0 255.12 1140.2 138.4 q2a1 
9 21 -23 -497.56 312.88 345.0 193.56 1399.1 1402.4 q3a15 
9 33 -41 -292.26 144.95 147.0 76.86 1430.6 1121.8 q3a13 
10 -48 8 -180.93 101.08 133.0 62.33 1071.5 977.8 q2a11 
11 -3 -3 -129.56 197.9 273.0 172.56 1225.6 114.9 q3a0 
11 9 -12 -464.77 354.83 388.0 228.97 1427.7 149.3 q3a1 
11 17 -20 -255.45 607.61 499.0 230.05 1329.4 1462.7 q3a14 
12 -42 7 254.01 112.03 197.0 74.39 1036.5 878.3 q2a9 
12 -40 7 123.89 136.73 189.0 79.51 1048.1 841.9 q2a9 
12 -38 7 9.68 93.8 129.0 79.92 1059.4 806.3 q2a9 
12 -28 6 -44.02 319.53 441.0 149.22 851.0 1398.5 q2a14 
12 -20 4 1964.59 400.53 502.0 213.25 977.5 1432.7 q2a15 
12 -10 0 -865.81 723.1 598.0 305.81 1136.9 1470.0 q2a15 
12 30 -39 -187.71 190.17 223.0 84.91 1325.4 1161.0 q3a12 
13 -23 4 -281.69 443.96 445.0 188.69 940.5 1387.7 q2a14 
13 3 -9 2401.76 697.33 678.0 297.64 1346.6 70.2 q3a0 
13 9 -14 447.44 414.39 506.0 228.56 1450.8 86.4 q3a1 
13 21 -27 192.05 205.28 219.0 135.55 1274.2 1347.9 q3a14 
14 -52 4 -71.69 86.39 100.0 51.69 894.5 1034.4 q2a10 
14 -14 0 488.34 292.8 466.0 218.46 1091.1 1391.5 q2a15 
14 -6 -4 -306.33 503.38 592.0 244.93 1205.5 10.8 q3a0 
14 10 -16 226.59 367.82 513.0 210.21 1481.9 56.7 q3a1 
14 20 -27 375.77 159.89 206.0 125.03 1238.5 1354.4 q3a14 
15 -45 4 -201.39 190.64 247.0 75.99 908.3 913.9 q2a8 
15 19 -27 -326.61 208.99 224.0 130.01 1202.6 1361.0 q3a14 
16 -52 2 146.7 93.89 93.0 48.7 812.6 1022.2 q2a10 
16 -12 -3 -535.84 421.7 440.0 209.04 1143.3 1332.6 q2a15 
17 -43 2 111.7 98.05 102.0 69.7 844.4 861.3 q2a8 
17 -5 -8 -1347.64 519.67 442.0 200.24 1494.8 648.7 q3a7 
17 7 -17 218.14 498.71 445.0 171.26 1530.2 463.2 q3a5 
17 15 -25 -228.62 177.98 204.0 100.62 1514.7 750.6 q3a9 
18 -18 -3 349.36 248.79 278.0 113.24 1065.7 1264.8 q2a13 
19 -31 -1 259.09 145.18 144.0 79.71 858.9 1159.8 q2a12 
19 -3 -12 -227.4 206.96 201.0 133.6 1430.6 588.0 q3a7 
19 13 -26 211.04 187.16 207.0 91.16 1519.9 828.0 q3a9 
19 21 -36 241.3 170.28 131.0 77.3 1332.6 817.2 q3a8 
19 23 -39 88.16 103.64 134.0 75.04 1277.4 816.2 q3a8 
20 -20 -5 384.69 140.04 164.0 92.31 1054.1 1180.7 q2a13 
21 1 -18 206.77 164.41 250.0 107.03 1367.2 512.2 q3a5 
21 21 -40 -31.84 110.87 152.0 77.04 1278.8 900.3 q3a8 
21 23 -43 -26.84 107.5 129.0 71.04 1221.0 900.5 q3a8 
22 0 -19 -15.48 197.01 189.0 96.28 1327.4 513.1 q3a4 
23 -1 -20 481.68 179.19 192.0 89.92 1283.5 514.1 q3a4 
23 9 -29 -46.52 204.73 214.0 79.72 1522.9 968.3 q3a11 
23 15 -36 49.36 112.55 120.0 72.24 1380.4 962.5 q3a11 
24 -10 -16 72.76 151.17 166.0 98.64 1209.3 636.0 q3a6 
24 14 -37 59.81 117.2 123.0 71.19 1377.1 1009.2 q3a11 
25 -1 -24 153.4 142.81 195.0 89.4 1195.5 473.3 q3a4 
-21 5 -61 -104.96 83.46 84.0 43.16 34.3 1012.5 q0a10 
-20 4 -60 -36.09 69.01 67.0 41.29 81.9 991.0 q0a10 
-19 -5 -61 34.15 95.53 113.0 42.65 220.5 1084.6 q0a11 
-19 -1 -60 -299.26 177.95 163.0 48.86 175.4 1027.1 q0a10 
-19 5 -58 -62.95 74.23 71.0 44.55 106.3 938.2 q0a10 
-18 -4 -59 -45.6 80.77 82.0 45.4 242.1 1030.4 q0a11 
-18 8 -55 -88.75 118.42 156.0 55.75 108.3 883.3 q0a8 
-18 10 -54 80.76 99.35 97.0 55.64 87.2 852.0 q0a8 
-18 12 -53 -82.12 109.39 99.0 59.12 66.2 820.8 q0a8 
-17 -7 -58 125.95 89.79 198.0 47.45 310.1 1033.6 q0a11 
-17 -3 -57 -24.44 81.62 79.0 45.44 262.9 978.1 q0a11 
-16 -14 -57 -76.97 98.27 91.0 50.77 26.1 379.2 q0a4 
-16 4 -53 -190.4 184.17 175.0 63.6 216.1 871.1 q0a9 
-16 12 -49 312.91 123.25 122.0 56.29 137.1 750.0 q0a8 
-15 -17 -55 162.16 108.95 110.0 52.04 30.4 449.2 q0a4 
-15 -15 -55 -16.85 93.71 102.0 50.65 54.6 422.7 q0a4 
-15 -13 -55 -1.55 79.03 80.0 47.95 78.5 396.6 q0a4 
-15 -7 -54 -291.0 164.73 142.0 52.0 373.6 955.0 q0a11 
-15 1 -52 96.25 82.05 117.0 57.75 281.6 876.5 q0a9 
-15 39 -21 -70.14 125.48 137.0 71.06 401.4 640.8 q1a6 
-14 -20 -53 -170.16 105.4 97.0 55.96 34.7 517.9 q0a4 
-14 -18 -53 -255.7 118.34 103.0 55.3 58.6 491.4 q0a4 
-14 -16 -53 -69.69 90.82 98.0 52.69 82.3 465.1 q0a4 
-14 -14 -53 16.46 96.02 119.0 55.34 105.8 439.1 q0a4 
-14 26 -34 -205.93 118.96 109.0 69.33 261.9 1167.8 q0a13 
-14 28 -32 138.86 118.15 119.0 72.74 299.9 1151.3 q0a13 
-14 34 -25 202.58 95.2 143.0 66.89 477.3 722.8 q1a6 
-14 44 -9 -95.75 126.07 189.0 60.34 412.1 488.5 q1a4 
-13 3 -47 205.8 126.93 143.0 66.8 323.5 777.6 q0a9 
-13 5 -46 359.04 114.3 104.0 62.16 303.7 748.6 q0a9 
-13 11 -43 -175.57 150.08 166.0 96.17 49.4 1308.9 q0a14 
-13 17 -39 327.52 255.71 331.0 86.28 143.4 1281.2 q0a12 
-13 21 -36 117.31 148.69 165.0 74.69 206.0 1245.4 q0a13 
-13 29 -28 251.37 145.03 202.0 76.65 356.2 1180.8 q0a13 
-13 41 -11 -39.21 133.11 146.0 60.41 471.1 536.2 q1a4 
-13 43 -7 24.43 77.53 101.0 56.57 461.3 474.8 q1a4 
-13 51 14 -27.97 94.23 87.0 44.9 593.5 1061.7 q1a11 
-13 53 22 -93.49 62.97 70.0 39.68 474.6 1058.2 q1a10 
-12 -30 -47 -75.91 95.16 96.0 56.71 10.9 691.9 q0a6 
-12 -10 -48 76.21 104.08 135.0 67.59 229.3 450.2 q0a5 
-12 2 -45 -230.85 179.17 197.0 72.65 365.4 755.1 q0a9 
-12 10 -41 256.15 181.16 185.0 102.65 70.5 1351.4 q0a14 
-12 12 -40 283.93 159.52 181.0 99.67 98.8 1331.9 q0a14 
-12 40 -9 169.4 122.16 103.0 61.4 518.5 522.2 q1a4 
-12 42 -5 -125.91 113.61 103.0 62.71 509.3 461.4 q1a4 
-12 46 4 194.55 138.63 135.0 50.66 762.8 1005.1 q1a11 
-12 48 10 88.68 75.74 76.0 49.21 674.7 1007.9 q1a11 
-12 50 17 -143.06 117.95 91.0 47.76 574.1 1007.0 q1a10 
-12 52 26 -96.32 83.02 74.0 41.82 439.5 998.4 q1a10 
-11 -21 -46 173.05 146.76 160.0 62.55 146.9 590.1 q0a6 
-11 -13 -46 -56.46 118.91 161.0 68.66 231.7 515.0 q0a5 
-11 -7 -45 284.4 109.35 137.0 72.4 303.7 445.5 q0a5 
-11 3 -42 -272.22 247.71 325.0 119.76 7.0 1451.4 q0a14 
-11 5 -41 -316.65 276.5 356.0 116.85 35.1 1431.8 q0a14 
-11 9 -39 -332.71 194.69 261.0 115.91 91.2 1392.9 q0a14 
-11 11 -38 71.43 254.35 307.0 122.17 119.1 1373.6 q0a14 
-11 19 -32 132.26 182.79 198.0 120.14 244.2 1304.3 q0a15 
-11 29 -22 449.19 246.25 347.0 98.81 623.2 720.1 q1a7 
-11 45 7 -250.0 109.49 94.0 53.0 739.7 953.5 q1a11 
-11 47 13 -50.01 103.07 86.0 47.63 652.1 955.3 q1a11 
-10 -10 -43 176.05 197.52 228.0 82.55 305.4 509.3 q0a5 
-10 6 -38 124.93 187.71 202.0 116.67 83.7 1452.7 q0a14 
-10 18 -30 28.81 169.43 196.0 136.19 262.5 1345.9 q0a15 
-10 30 -17 -38.56 287.88 412.0 100.56 654.6 657.7 q1a7 
-10 36 -8 219.91 149.07 236.0 81.96 618.6 543.6 q1a5 
-10 40 0 -306.83 135.81 130.0 74.83 602.5 425.2 q1a5 
-9 -31 -39 -194.69 109.49 116.0 61.69 1521.4 1142.5 q3a13 
-9 -27 -40 -431.65 259.93 266.0 68.85 168.2 729.1 q0a6 
-9 -17 -41 -23.35 128.67 136.0 80.15 265.9 594.0 q0a7 
-9 -1 -38 345.9 201.22 312.0 145.9 325.1 34.1 q0a1 
-9 21 -24 170.0 295.5 384.0 155.29 351.9 1356.7 q0a15 
-9 39 3 34.73 118.89 106.0 68.45 651.0 402.4 q1a5 
-9 47 31 150.0 84.78 83.0 49.0 446.0 855.4 q1a8 
-8 -34 -35 -34.35 101.07 105.0 60.15 1446.0 1160.7 q3a13 
-8 -20 -38 196.38 117.41 146.0 87.62 275.6 661.4 q0a7 
-8 -18 -38 75.12 212.55 303.0 94.88 296.5 636.1 q0a7 
-8 -16 -38 -144.25 157.07 204.0 94.25 317.2 611.0 q0a7 
-8 -14 -38 266.16 185.94 230.0 98.04 337.7 586.1 q0a7 
-8 -4 -36 537.21 197.96 335.0 139.59 263.3 35.4 q0a1 
-8 2 -34 374.27 430.51 492.0 175.53 325.6 108.9 q0a1 
-8 4 -33 1515.09 421.7 514.0 166.71 344.6 135.9 q0a1 
-8 6 -32 767.21 444.43 542.0 192.59 363.7 162.9 q0a1 
-8 16 -25 596.96 594.75 502.0 208.9 306.2 1430.4 q0a15 
-8 24 -17 -344.74 570.67 405.0 171.16 768.1 699.7 q1a7 
-8 28 -12 675.09 379.36 384.0 130.61 742.3 618.2 q1a7 
-8 30 -9 1065.92 231.53 356.0 112.55 731.3 572.2 q1a7 
-8 38 6 76.41 98.28 145.0 77.64 698.6 380.0 q1a5 
-8 42 18 194.99 87.6 88.0 53.65 650.2 823.5 q1a9 
-8 44 26 -69.8 109.16 126.0 52.87 542.1 814.1 q1a8 
-7 -43 -27 104.68 85.19 93.0 50.92 1260.8 1140.3 q3a12 
-7 -27 -34 254.71 342.17 354.0 84.09 1524.8 1265.3 q3a13 
-7 -19 -35 -76.95 364.06 381.0 114.55 326.6 677.4 q0a7 
-7 -17 -35 -542.45 417.9 373.0 121.05 347.0 652.4 q0a7 
-7 -15 -35 561.96 286.6 379.0 108.84 367.2 627.5 q0a7 
-7 -1 -32 -114.38 374.9 480.0 185.38 264.6 109.6 q0a1 
-7 1 -31 1518.44 311.13 513.0 174.56 283.6 136.4 q0a1 
-7 33 1 -193.71 470.16 491.0 114.63 758.5 474.4 q1a5 
-7 39 16 -207.6 100.34 103.0 61.4 701.9 772.7 q1a9 
-7 41 23 -143.67 94.61 95.0 58.2 606.0 766.7 q1a9 
-6 -62 -3 -31.79 81.68 85.0 44.59 1192.0 1093.1 q3a10 
-6 -60 -6 8.53 73.99 94.0 45.32 1193.8 1029.0 q3a10 
-6 -58 -9 112.84 84.53 83.0 44.96 1195.4 967.0 q3a10 
-6 -52 -16 159.14 101.16 103.0 54.26 1215.0 836.1 q3a8 
-6 -50 -18 -156.24 100.77 118.0 55.64 1223.8 788.9 q3a8 
-6 -32 -29 120.45 111.39 132.0 68.91 1419.0 1268.9 q3a13 
-6 -10 -31 84.0 424.02 424.0 186.0 140.5 45.4 q0a0 
-6 -2 -29 127.36 401.31 414.0 167.24 223.5 136.8 q0a1 
-6 0 -28 319.9 182.38 245.0 141.06 242.4 163.3 q0a1 
-6 6 -25 881.14 181.28 442.0 97.26 298.9 215.0 q0a3 
-6 12 -21 1373.58 358.65 488.0 126.89 350.1 302.5 q0a3 
-6 22 -11 2146.76 316.89 819.0 165.66 477.2 50.5 q1a0 
-6 30 1 -123.03 183.09 198.0 133.08 655.5 8.2 q1a1 
-6 40 30 -337.83 128.58 100.0 55.83 397.5 1243.1 q1a12 
-5 -41 -21 -56.88 74.74 85.0 55.88 1238.3 1251.8 q3a12 
-5 -27 -27 -208.35 167.59 169.0 119.15 1464.8 1327.2 q3a15 
-5 -15 -28 184.09 231.8 441.0 161.32 51.5 35.0 q0a0 
-5 -13 -28 515.34 245.37 273.0 158.46 76.0 54.2 q0a0 
-5 -7 -27 -46.95 267.78 391.0 143.55 143.5 118.6 q0a0 
-5 3 -23 47.44 138.17 197.0 84.85 239.4 214.3 q0a3 
-5 13 -16 297.61 293.45 518.0 96.76 322.5 361.8 q0a3 
-5 17 -12 267.63 158.29 206.0 118.11 431.0 121.4 q1a0 
-5 19 -10 -105.78 170.88 209.0 124.34 465.9 107.2 q1a0 
-5 23 -5 -1345.37 542.53 454.0 193.29 545.3 82.8 q1a0 
-5 29 5 193.3 207.04 294.0 147.01 688.0 56.2 q1a1 
-5 37 29 -59.73 112.65 105.0 59.4 450.8 1285.5 q1a12 
-4 -58 2 -92.37 114.42 123.0 50.58 1332.7 1059.8 q3a10 
-4 -54 -4 78.68 96.58 90.0 52.21 1331.7 939.5 q3a10 
-4 -50 -9 90.09 142.55 123.0 52.71 1338.2 862.0 q3a8 
-4 -48 -11 -242.46 191.52 198.0 60.66 1345.3 815.6 q3a8 
-4 -28 -23 -62.66 164.52 194.0 120.91 1419.5 1364.2 q3a15 
-4 -22 -24 14.77 502.52 461.0 180.39 1502.4 1416.2 q3a15 
-4 -12 -24 -377.11 208.49 225.0 133.51 55.7 108.3 q0a0 
-4 6 -17 -71.53 110.48 156.0 74.6 231.2 299.7 q0a3 
-4 10 -14 35.06 92.58 126.0 74.2 263.2 360.0 q0a3 
-4 18 -6 -124.79 120.7 166.0 115.79 498.4 153.1 q1a0 
-4 26 6 427.8 444.8 465.0 186.23 674.2 113.6 q1a1 
-4 28 10 -237.92 426.14 401.0 176.69 730.0 108.0 q1a1 
-4 36 41 133.27 103.3 105.0 54.12 540.3 1158.6 q1a12 
-4 36 42 31.03 126.66 133.0 53.73 545.3 1146.4 q1a12 
-4 36 43 -75.61 98.28 97.0 55.38 550.4 1134.1 q1a12 
-3 -47 -7 -91.53 95.91 118.0 61.68 1404.8 832.5 q3a9 
-3 -45 -9 -362.89 128.64 146.0 65.49 1411.0 787.5 q3a9 
-3 -35 -16 40.13 164.01 226.0 107.08 1278.6 1363.1 q3a14 
-3 -33 -17 -96.41 276.71 264.0 121.21 1312.2 1375.8 q3a14 
-3 -27 -19 -84.24 306.17 346.0 143.64 1400.7 1420.5 q3a15 
-3 -23 -20 738.15 450.52 458.0 172.41 1457.8 1452.0 q3a15 
-3 -21 -20 1207.76 603.39 747.0 188.64 1483.0 1471.2 q3a15 
-3 -13 -20 -39.83 147.85 200.0 116.51 11.5 142.9 q0a0 
-3 23 7 901.36 225.21 512.0 149.77 660.7 169.9 q1a1 
-3 25 11 -197.49 588.72 454.0 202.28 715.8 164.8 q1a1 
-3 29 21 -204.9 303.7 279.0 125.67 547.2 1418.2 q1a14 
-3 31 29 88.05 161.16 185.0 97.84 561.4 1316.4 q1a14 
-3 33 41 28.41 113.54 113.0 57.22 593.2 1190.8 q1a13 
-3 33 42 114.96 100.0 102.0 56.96 598.3 1178.9 q1a13 
-3 33 43 128.0 92.91 104.0 57.86 603.5 1166.9 q1a13 
-3 33 44 -13.01 85.96 83.0 53.55 608.8 1154.8 q1a13 
-2 -48 0 -110.15 86.93 161.0 63.55 1468.4 903.0 q3a9 
-2 -42 -6 -93.88 109.97 143.0 70.12 1484.7 768.0 q3a9 
-2 -18 -16 86.76 347.69 372.0 116.27 1500.1 305.3 q3a3 
-2 -16 -16 82.3 186.71 221.0 96.24 1481.5 329.9 q3a3 
-2 -10 -15 -211.48 115.79 102.0 61.52 11.2 192.1 q0a2 
-2 -6 -14 410.91 108.93 141.0 57.57 53.5 236.0 q0a2 
-2 10 -4 4349.54 228.46 2274.0 47.48 459.2 255.6 q1a2 
-2 12 -2 4404.4 258.56 1512.0 52.83 493.5 242.2 q1a2 
-2 16 3 910.65 162.61 632.0 48.8 571.6 219.8 q1a2 
-2 20 9 -307.33 176.58 155.0 86.33 657.3 202.0 q1a3 
-2 22 13 941.26 304.22 415.0 118.95 711.9 197.7 q1a3 
-2 26 23 365.7 254.75 320.0 125.27 605.9 1423.8 q1a15 
-2 28 30 433.7 150.95 169.0 106.58 616.2 1333.8 q1a15 
-2 28 31 -65.48 147.08 174.0 105.89 621.3 1323.0 q1a15 
-2 30 45 -21.72 89.11 95.0 55.87 668.7 1175.0 q1a13 
-2 30 46 140.97 80.91 91.0 57.1 674.1 1163.1 q1a13 
-2 30 47 -26.19 84.03 84.0 55.27 679.6 1151.0 q1a13 
-2 30 48 51.49 90.94 93.0 56.83 685.0 1138.9 q1a13 
-2 30 49 -16.33 80.32 91.0 54.46 690.6 1126.7 q1a13 
-1 -49 8 89.6 120.65 123.0 59.6 1541.3 955.0 q3a11 
-1 -45 3 -869.95 252.54 206.0 73.63 1542.1 881.1 q3a9 
-1 -19 -11 -26.1 185.2 269.0 92.33 1458.1 255.9 q3a3 
-1 -17 -11 224.24 127.65 143.0 78.12 1439.7 280.6 q3a3 
-1 -15 -11 -69.94 120.95 121.0 75.37 1421.5 305.1 q3a3 
-1 3 -4 1765.47 438.46 806.0 132.47 405.8 349.4 q1a2 
-1 7 -1 82.8 110.43 117.0 48.23 465.3 318.0 q1a2 
-1 9 1 -20.16 100.18 106.0 50.94 499.5 304.7 q1a2 
-1 17 12 -177.6 204.92 220.0 79.4 662.6 265.8 q1a3 
-1 23 26 771.06 180.12 346.0 131.37 671.7 1419.1 q1a15 
-1 25 34 -175.68 168.39 179.0 115.05 688.4 1318.6 q1a15 
0 -50 19 -270.35 122.8 115.0 67.15 1212.0 427.7 q3a4 
0 -48 15 -126.79 94.94 102.0 67.53 1278.9 414.1 q3a4 
0 -46 12 -36.8 146.33 144.0 70.12 1335.1 409.5 q3a4 
0 -44 9 23.18 101.38 146.0 78.71 1386.6 405.0 q3a5 
0 -26 -4 -606.74 536.03 474.0 205.22 1455.1 145.9 q3a1 
0 -12 -5 6997.9 317.71 4253.0 47.19 1339.4 299.3 q3a2 
0 -8 -4 -46.09 128.37 130.0 60.21 1296.1 341.9 q3a2 
0 -6 -3 14.0 95.42 103.0 59.43 1270.4 360.4 q3a2 
0 8 7 -240.42 161.27 141.0 51.87 548.5 358.6 q1a2 
0 20 30 -235.3 535.07 452.0 164.7 742.1 1404.1 q1a15 
0 20 31 -288.38 441.58 402.0 161.03 747.4 1393.7 q1a15 
0 22 54 188.64 125.55 151.0 62.99 907.2 683.9 q2a6 
0 22 55 195.65 169.33 189.0 68.88 895.1 677.8 q2a6 
0 22 56 93.14 102.06 115.0 60.59 883.0 671.7 q2a6 
0 22 57 -233.09 165.96 221.0 64.53 870.7 665.5 q2a6 
1 -47 24 61.55 131.93 158.0 66.52 1219.8 518.2 q3a4 
1 -45 20 -142.79 139.71 171.0 73.53 1285.8 503.1 q3a4 
1 -41 14 77.66 117.92 143.0 79.39 1392.0 491.5 q3a5 
1 -25 2 -583.5 412.58 398.0 176.07 1385.9 116.0 q3a1 
1 -17 1 511.43 141.14 166.0 63.52 1325.6 195.7 q3a2 
1 -15 1 370.96 159.22 576.0 69.1 1307.9 220.4 q3a2 
1 -13 1 -7.3 133.89 151.0 59.99 1290.3 245.0 q3a2 
1 -9 2 156.83 101.02 97.0 58.17 1247.2 287.9 q3a2 
1 -7 3 421.65 124.83 238.0 57.82 1221.6 306.4 q3a2 
1 -5 4 292.44 143.58 235.0 62.97 1196.0 324.9 q3a2 
1 1 8 906.61 140.53 449.0 62.64 845.9 329.6 q2a2 
1 5 12 69.8 111.26 108.0 61.15 819.9 261.0 q2a2 
1 7 14 16.66 106.58 102.0 59.93 806.8 226.4 q2a2 
1 13 25 -113.31 187.37 310.0 127.72 792.8 103.1 q2a0 
1 15 30 112.4 487.79 511.0 186.97 795.2 37.3 q2a0 
1 15 67 -140.57 117.52 142.0 56.17 811.2 519.5 q2a4 
1 17 38 659.14 447.08 432.0 127.92 1131.1 701.8 q2a7 
1 17 39 914.58 397.19 418.0 118.42 1120.4 696.1 q2a7 
1 17 40 1606.48 222.0 324.0 105.11 1109.7 690.4 q2a7 
1 17 58 -151.37 106.89 99.0 62.99 907.6 581.3 q2a6 
1 17 59 209.0 102.96 116.0 59.71 895.5 574.8 q2a6 
2 -44 32 -70.09 99.53 108.0 70.86 1201.5 608.2 q3a6 
2 -44 33 202.9 144.95 168.0 70.41 1192.5 617.8 q3a6 
2 -42 27 -34.91 98.81 114.0 73.32 1276.3 581.3 q3a6 
2 -40 23 -202.82 172.88 159.0 80.71 1339.7 564.6 q3a6 
2 -32 14 -193.06 199.95 214.0 121.39 1519.8 562.1 q3a7 
2 -28 11 502.91 280.29 428.0 160.37 1330.8 13.8 q3a0 
2 -26 10 1231.62 691.68 810.0 220.38 1321.2 47.1 q3a0 
2 -22 9 -137.84 220.47 296.0 156.96 1293.8 105.8 q3a0 
2 -18 8 -306.39 171.03 233.0 123.13 1267.0 163.3 q3a0 
2 -12 9 2077.58 172.6 1392.0 58.66 1206.9 203.4 q3a2 
2 -2 14 334.49 166.12 286.0 66.03 924.0 297.3 q2a2 
2 0 16 119.88 124.74 121.0 63.1 911.1 262.8 q2a2 
2 2 18 59.21 116.46 127.0 62.42 898.1 228.2 q2a2 
2 6 24 94.4 136.88 168.0 111.52 882.6 168.3 q2a0 
2 8 28 244.09 158.82 202.0 123.79 880.4 113.7 q2a0 
2 8 69 138.55 97.38 93.0 52.95 853.9 398.0 q2a4 
2 10 33 963.52 508.17 720.0 182.83 883.8 48.1 q2a0 
2 10 64 198.81 109.96 117.0 57.49 899.7 463.1 q2a4 
2 12 42 83.04 229.81 281.0 113.12 1132.0 605.4 q2a7 
2 12 43 65.14 360.24 440.0 123.92 1121.3 599.4 q2a7 
2 12 44 -537.0 363.83 425.0 111.0 1110.6 593.4 q2a7 
2 12 45 -338.54 253.98 325.0 108.52 1099.8 587.3 q2a7 
3 -37 34 213.91 172.96 258.0 79.39 1296.7 704.8 q3a6 
3 -37 35 -134.49 123.01 114.0 75.91 1288.2 714.5 q3a6 
3 -33 27 246.23 136.69 183.0 95.69 1408.8 677.1 q3a7 
3 -31 24 698.12 213.88 261.0 110.63 1459.9 668.4 q3a7 
3 -29 22 260.04 405.85 429.0 131.77 1502.3 668.9 q3a7 
3 -27 21 -300.97 465.95 386.0 154.18 1536.8 678.2 q3a7 
3 -23 19 -86.1 388.03 450.0 182.86 1208.2 23.6 q3a0 
3 -21 18 825.35 352.39 491.0 168.18 1199.4 56.7 q3a0 
3 -19 18 410.03 308.95 385.0 156.06 1182.0 82.8 q3a0 
3 -13 18 -479.71 176.92 167.0 94.65 1087.3 349.9 q2a3 
3 -11 19 21.3 170.04 225.0 86.24 1068.4 324.0 q2a3 
3 -11 78 -17.59 77.64 73.0 40.79 857.7 978.6 q2a10 
3 -9 20 286.99 112.26 120.0 76.39 1049.4 298.1 q2a3 
3 -9 77 -61.47 82.61 81.0 43.27 899.2 982.9 q2a10 
3 -7 21 128.4 147.6 187.0 77.52 1030.6 272.3 q2a3 
3 -7 76 -171.28 114.64 83.0 44.48 940.1 987.1 q2a10 
3 -5 74 125.46 85.77 85.0 45.34 985.8 978.4 q2a11 
3 -1 70 -119.16 70.71 75.0 46.96 1079.7 961.6 q2a11 
3 1 30 -93.46 169.12 266.0 138.38 984.2 150.2 q2a1 
3 1 67 -112.74 99.61 97.0 50.14 1132.8 941.2 q2a11 
3 3 34 147.81 349.1 453.0 186.84 982.8 94.9 q2a1 
3 3 35 137.51 447.86 532.0 199.28 988.8 85.0 q2a1 
3 5 53 286.28 123.7 246.0 80.83 1072.8 464.6 q2a5 
3 5 54 -23.1 130.7 178.0 79.43 1061.7 457.8 q2a5 
3 5 55 -128.77 138.19 150.0 80.08 1050.5 451.0 q2a5 
3 5 56 -91.81 126.77 120.0 74.51 1039.2 444.2 q2a5 
4 -28 41 -259.52 179.62 244.0 82.11 1056.6 1228.6 q2a13 
4 -28 42 -100.75 113.69 128.0 79.75 1046.6 1220.6 q2a13 
4 -28 43 -37.62 92.11 157.0 77.85 1036.6 1212.5 q2a13 
4 -28 44 -35.99 114.52 118.0 74.35 1026.5 1204.4 q2a13 
4 -28 53 200.09 128.46 139.0 69.04 935.3 1129.0 q2a12 
4 -28 54 73.03 111.49 142.0 64.9 924.5 1120.3 q2a12 
4 -26 38 -127.97 261.57 306.0 94.92 1068.2 1280.8 q2a13 
4 -24 35 -181.9 165.68 207.0 135.14 1079.6 1304.4 q2a15 
4 -24 61 -43.68 113.69 122.0 67.08 810.3 1121.2 q2a12 
4 -22 33 -235.99 210.18 266.0 149.59 1081.0 1346.6 q2a15 
4 -22 34 -225.1 254.26 343.0 141.47 1071.5 1339.4 q2a15 
4 -20 32 122.0 340.0 413.0 158.14 1073.0 1381.0 q2a15 
4 -20 33 -45.25 201.43 280.0 146.64 1063.6 1373.9 q2a15 
4 -18 32 -226.06 387.74 422.0 169.88 1055.7 1407.9 q2a15 
4 -18 64 49.8 102.39 95.0 55.8 874.7 764.0 q2a8 
4 -18 65 12.07 97.21 110.0 56.33 866.0 775.6 q2a8 
4 -16 32 -578.52 327.2 349.0 175.17 1038.5 1434.6 q2a15 
4 -16 64 132.19 99.22 107.0 54.81 905.4 781.6 q2a8 
4 -16 65 10.69 104.05 125.0 58.31 896.9 793.3 q2a8 
4 -14 32 -927.1 508.5 509.0 204.04 1021.5 1461.0 q2a15 
4 -14 33 318.28 608.64 548.0 190.01 1012.0 1454.3 q2a15 
4 -14 64 136.9 121.08 124.0 56.9 935.8 799.1 q2a8 
4 -10 61 -4.41 84.25 113.0 61.25 1016.8 799.0 q2a9 
